Spoken Text,Formula ID,Latex,Audio Path,Spoken Text Version,Transcribed Text,LLM Predicted Latex,Similarity Score
"The function F at c, b is the double integral over the range from zeta to eta of the function f at epsilon, delta, integrated first with respect to eflon and then with respect to zeta.",787,"F(c, b) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\epsilon,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f787.mp3,2,The function f at c. b is the double integral over the range from zeta to eta of the function f at ε. Δ. Integrated first with respect to flon and then with respect to zeta,"\[ f(c,b) = \iint_{\zeta}^{\eta} f(\epsilon, \Delta) \, d\text{flon}\, d\zeta \]",
"The function F at c, b is the double integral over the range from zeta to eta of the function f at c, delta, integrated first with respect to eglon and then with respect to zeta.",788,"F(c, b) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(c,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f788.mp3,2,The function f at c. b is the double integral over the range from zeta to eta of the function f at c. Δ. Integrated first with respect to Eglon and then with respect to zeta.,"\[ f(c, b) = \iint\limits_{\zeta}^{\eta} f(c, \Delta) \,dEglon \,d\zeta \]",
"The function F at epsilon, alpha is the double integral over the range from zeta to eta of the function f at z, delta, integrated first with respect to ehlon and then with respect to zeta.",789,"F(\epsilon, \alpha) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(z,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f789.mp3,2,The function f at ε. α is the double integral over the range from θ to η of the function f at z. Δ. Integrated first with respect to ε and then with respect to θ.,"\[ f(\epsilon, \alpha) = \iint\limits_{\theta}^{\eta} f(z, \Delta) \, d\epsilon \, d\theta \]",
"The function F at b, b is the double integral over the range from zeta to eta of the function f at z, delta, integrated first with respect to ehlon and then with respect to zeta.",790,"F(b, b) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(z,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f790.mp3,2,The function f at b. b is the double integral over the range from zeta to eta of the function f at z. Δ. Integrated first with respect to ln and then with respect to zeta.,"f(b) = \iint\limits_{\zeta}^{\eta} f(z) \Delta \, d\ln \, d\zeta",
"The function F at delta, delta is the double integral over the range from zeta to eta of the function f at delta, delta, integrated first with respect to epsilon and then with respect to zeta.",791,"F(\delta, \delta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\delta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f791.mp3,2,The function f at delta. Delta is the double integral over the range from zeta to eta of the function f at delta. Delta. Integrated first with respect to ε and then with respect to zeta.,"\[
f(\delta)=\iint\limits_{\zeta}^{\eta} f(\delta,\epsilon)\, d\epsilon\,d\zeta
\]",
"The function F at c, beta is the double integral over the range from zeta to eta of the function f at beta, delta, integrated first with respect to eglon and then with respect to zeta.",792,"F(c, \beta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\beta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f792.mp3,2,The function f at c. Beta is the double integral over the range from zeta to eta of the function f at beta. Delta. Integrated first with respect to Eglon and then with respect to zeta.,"\[
f(c, \beta) = \iint\limits_{\zeta}^{\eta} f(\beta, \delta) \, d\epsilon \, d\zeta
\]",
"The function F at x, zeta is the double integral over the range from zeta to eta of the function f at gamma, delta, integrated first with respect to eflon and then with respect to zeta.",793,"F(x, \zeta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\gamma,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f793.mp3,2,The function f at x. zeta is the double integral over the range from zeta to eta of the function f at gamma. Δ. Integrated first with respect to ε and then with respect to zeta.,"\[
f(x, \zeta) = \iint\limits_{\zeta}^{\eta} f(\gamma, \Delta) \, d\varepsilon \, d\zeta
\]",
"The function F at b, x is the double integral over the range from zeta to eta of the function f at y, delta, integrated first with respect to epsilon and then with respect to zeta.",794,"F(b, x) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(y,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f794.mp3,2,The function f at b. x is the double integral over the range from zeta to eta of the function f at y. delta. Integrated first with respect to epsilon and then with respect to zeta.,"f(b,x) = \iint\limits_{zeta}^{\eta} f(y, \delta) \, d\epsilon \, d\zeta",
"The function F at x, zeta is the double integral over the range from zeta to eta of the function f at zeta, delta, integrated first with respect to epsilon and then with respect to zeta.",795,"F(x, \zeta) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\zeta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f795.mp3,2,The function f at x. zeta is the double integral over the range from zeta to eta of the function f at zeta. Δ. Integrated first with respect to ε and then with respect to zeta.,"\[
f(x, \zeta) = \iint\limits_{\zeta}^{\eta} f(zeta, \Delta)\, d\epsilon\, d\zeta
\]",
"The function F at a, x is the double integral over the range from zeta to eta of the function f at epsilon, delta, integrated first with respect to ehlon and then with respect to zeta.",796,"F(a, x) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\epsilon,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f796.mp3,2,The function f at a. x is the double integral over the range from zeta to eta of the function f at ε. Δ. Integrated first with respect to ln and then with respect to zeta.,"\[ f(x) = \iint_{\zeta}^{\eta} f(\varepsilon, \Delta) \, d\ln d\zeta \]",
"The function F at alpha, a is the double integral over the range from zeta to eta of the function f at alpha, delta, integrated first with respect to eglon and then with respect to zeta.",797,"F(\alpha, a) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\alpha,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f797.mp3,2,The function f at α. a is the double integral over the range from ζ to α of the function f at α. Δ. Integrated first with respect to Eglon and then with respect to ζ.,"\[ f(a) = \iint\limits_{\zeta}^{\alpha} f(\alpha, \Delta) \, dEglon \, d\zeta \]",
"The function F at c, z is the double integral over the range from zeta to eta of the function f at delta, delta, integrated first with respect to epsilon and then with respect to zeta.",798,"F(c, z) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\delta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f798.mp3,2,The function f at c. z is the double integral over the range from zeta to eta of the function f at delta. Delta. Integrated first with respect to ε and then with respect to zeta.,"f(c,z) = \iint\limits_{\zeta}^{\eta} f(\delta)\, d\epsilon \, d\zeta",
"The function F at z, epsilon is the double integral over the range from zeta to eta of the function f at delta, delta, integrated first with respect to eglon and then with respect to zeta.",799,"F(z, \epsilon) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\delta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f799.mp3,2,The function f at z. Epsilon is the double integral over the range from zeta to eta of the function f at delta...delta. Integrated first with respect to Eglon and then with respect to zeta,"f(z,\epsilon) = \iint\limits_{\zeta}^{\eta} f(\delta, \delta) \,dEglon\,d\zeta",
"The function F at alpha, y is the double integral over the range from zeta to eta of the function f at beta, delta, integrated first with respect to epsilon and then with respect to zeta.",800,"F(\alpha, y) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\beta,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f800.mp3,2,the function f at alpha. y is the double integral over the range from zeta to eta of the function f at beta. delta. integrated first with respect to epsilon and then with respect to zeta,"\[
f(\alpha, y) = \iint_{\zeta}^{\eta} f(\beta, \delta) \, d\epsilon \, d\zeta
\]",
"The function F at epsilon, z is the double integral over the range from zeta to eta of the function f at alpha, delta, integrated first with respect to eglon and then with respect to zeta.",801,"F(\epsilon, z) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\alpha,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f801.mp3,2,The function f at εz is the double integral over the range from ζ to η of the function f at α. Δ. Integrated first with respect to ε and then with respect to ζ.,"f(\varepsilon z) = \iint\limits_{\zeta}^{\eta} f(\alpha) \, \Delta \, d\varepsilon d\zeta",
"The function F at alpha, alpha is the double integral over the range from zeta to eta of the function f at alpha, delta, integrated first with respect to ehlon and then with respect to zeta.",802,"F(\alpha, \alpha) = \int_{{\zeta}}^{{\eta}} \int_{{\zeta}}^{{\eta}} f(\alpha,\delta) d\epsilon d\zeta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f802.mp3,2,The function f at α. α is the double integral over the range from ζ to η of the function f at α. Δ. Integrated first with respect to ln and then with respect to ζ.,"\[
f(\alpha) = \iint\limits_{\zeta}^{\eta} f(\alpha,\Delta) \, d(\ln) \, d\zeta
\]",
"The vector 153, 304, 926 crossed with the vector 507, 172, 852.",803,"[153,304,9507] \times [507,172,852]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f803.mp3,2,"The vector 153, 304, 926 crossed with the vector 507, 172, 852.","\[
\begin{pmatrix} 153 \\ 304 \\ 926 \end{pmatrix} \times \begin{pmatrix} 507 \\ 172 \\ 852 \end{pmatrix}
\]",
"The vector 595, 663, 146 crossed with the vector 655, 604, 9.",804,"[595,663,146] \times [655,604,9]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f804.mp3,2,"The vector 595, 663, 146 crossed with the vector 655, 604, 9.","\[
\begin{pmatrix} 595 \\ 663 \\ 146 \end{pmatrix} \times \begin{pmatrix} 655 \\ 604 \\ 9 \end{pmatrix}
\]",
"The vector 449, 94, 943 crossed with the vector 133, 880, 64.",805,"[449,94,943] \times [133,880,64]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f805.mp3,2,"The vector 449, 94, 943 crossed with the vector 133, 880, 64.",\vec{v} = \begin{bmatrix} 449 \\ 94 \\ 943 \end{bmatrix} \times \begin{bmatrix} 133 \\ 880 \\ 64 \end{bmatrix},
"The vector 365, 74, 404 crossed with the vector 668, 107, 519.",806,"[365,74,404] \times [668,107,519]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f806.mp3,2,"The vector 365, 74, 404 crossed with the vector 668, 107, 519.","\vec{u} = \begin{pmatrix} 365 \\ 74 \\ 404 \end{pmatrix}, \quad \vec{v} = \begin{pmatrix} 668 \\ 107 \\ 519 \end{pmatrix}
\quad \Rightarrow \quad \vec{u} \times \vec{v} = \begin{pmatrix} (74 \times 519) - (404 \times 107) \\ -(365 \times 519) + (404 \times 668) \\ (365 \times 107) - (74 \times 668) \end{pmatrix}",
"The vector 479, 844, 103 crossed with the vector 899, 59, 180.",807,"[479,844,103] \times [899,59,180]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f807.mp3,2,"The vector 479, 844, 103 crossed with the vector 899, 59, 180.","\vec{u} = \begin{pmatrix} 479 \\ 844 \\ 103 \end{pmatrix}, \quad \vec{v} = \begin{pmatrix} 899 \\ 59 \\ 180 \end{pmatrix}

\vec{u} \times \vec{v} = \begin{pmatrix} 844\cdot180 - 103\cdot59 \\ 103\cdot899 - 479\cdot180 \\ 479\cdot59 - 844\cdot899 \end{pmatrix}",
"The vector 372, 170, 120 crossed with the vector 739, 569, 209.",808,"[372,170,120] \times [739,569,209]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f808.mp3,2,"The vector 372, 170, 120 crossed with the vector 739, 569, 209.",\(\begin{pmatrix} 372 \\ 170 \\ 120 \end{pmatrix} \times \begin{pmatrix} 739 \\ 569 \\ 209 \end{pmatrix}\),
"The vector 739, 522, 300 crossed with the vector 389, 661, 304.",809,"[739,522,300] \times [389,661,304]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f809.mp3,2,"The vector 739, 522, 300 crossed with the vector 389, 661, 304.","\vec{u} = 739\hat{i} + 522\hat{j} + 300\hat{k}, \quad \vec{v} = 389\hat{i} + 661\hat{j} + 304\hat{k}

\vec{u} \times \vec{v}",
"The vector 450, 368, 576 crossed with the vector 965, 609, 200.",810,"[450,368,576] \times [965,609,200]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f810.mp3,2,"The vector 450, 368, 576 crossed with the vector 965, 609, 200.","\[
\begin{pmatrix}
450 \\ 368 \\ 576
\end{pmatrix} \times \begin{pmatrix}
965 \\ 609 \\ 200
\end{pmatrix}
\]",
"The vector 577, 880, 576 crossed with the vector 787, 969, 162.",811,"[577,880,576] \times [787,969,162]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f811.mp3,2,"The vector 577, 880, 576 crossed with the vector 787, 969, 162.","\[
\begin{pmatrix} 577 \\ 880 \\ 576 \end{pmatrix} \times \begin{pmatrix} 787 \\ 969 \\ 162 \end{pmatrix}
\]",
"The vector 546, 403, 652 crossed with the vector 14, 742, 125.",812,"[546,403,652] \times [14,742,125]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f812.mp3,2,"The vector 546, 403, 652 crossed with the vector 14, 742, 125.",$\begin{bmatrix} 546 \\ 403 \\ 652 \end{bmatrix} \times \begin{bmatrix} 14 \\ 742 \\ 125 \end{bmatrix}$,
"The vector 911, 447, 661 crossed with the vector 40, 498, 775.",813,"[911,447,661] \times [40,498,775]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f813.mp3,2,"The vector 911, 447, 661 crossed with the vector 40, 498, 775.",\[\begin{pmatrix} 911 \\ 447 \\ 661 \end{pmatrix} \times \begin{pmatrix} 40 \\ 498 \\ 775 \end{pmatrix}\],
"The vector 137, 875, 726 crossed with the vector 691, 310, 775.",814,"[137,875,7691] \times [691,310,775]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f814.mp3,2,"The vector 137, 875, 726 crossed with the vector 691, 310, 775.",\vec{u} \times \vec{v} = \begin{bmatrix} 137 \\ 875 \\ 726 \end{bmatrix} \times \begin{bmatrix} 691 \\ 310 \\ 775 \end{bmatrix},
"The vector 367, 514, 448 crossed with the vector 269, 491, 258.",815,"[367,514,448] \times [269,491,258]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f815.mp3,2,"The vector 367, 514, 448 crossed with the vector 269, 491, 258.","\vec{v_1} = \begin{bmatrix} 367 \\ 514 \\ 448 \end{bmatrix}, \quad \vec{v_2} = \begin{bmatrix} 269 \\ 491 \\ 258 \end{bmatrix}

\vec{v_1} \times \vec{v_2} = \begin{vmatrix} \hat{i} & \hat{j} & \hat{k} \\ 367 & 514 & 448 \\ 269 & 491 & 258 \end{vmatrix}",
"The vector 895, 278, 49 crossed with the vector 393, 886, 718.",816,"[895,8868,49] \times [393,886,718]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f816.mp3,2,"The vector 895, 278, 49 crossed with the vector 393, 886, 718.",\boldsymbol{v_1} = \begin{pmatrix} 895 \\ 278 \\ 49 \end{pmatrix} \times \begin{pmatrix} 393 \\ 886 \\ 718 \end{pmatrix},
"The vector 272, 978, 360 crossed with the vector 706, 877, 578.",817,"[8772,978,360] \times [706,877,578]",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f817.mp3,2,"The vector 272, 978, 360 crossed with the vector 706, 877, 578.","\vec{v_1} = (272, 978, 360) \quad \text{and} \quad \vec{v_2} = (706, 877, 578)

\vec{v_1} \times \vec{v_2}",
