Spoken Text,Formula ID,Latex,Audio Path,Spoken Text Version,Transcribed Text
The function h at z is equal to the function Theta at h of eta.,643,h(z) = \Theta(h(\eta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f643.mp3,2,The function h at z is equal to the function θ at h of θ.
The function phi at delta is equal to the function Theta at f of c.,644,\phi(\delta) = \Theta(f(c)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f644.mp3,2,The function Φ at δ is equal to the function θ at f of c
The function omega at y is equal to the function Theta at omega of epsilon.,645,\omega(y) = \Theta(\omega(\epsilon)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f645.mp3,2,The function ω at y is equal to the function θ at ω of ε.
The function g at epsilon is equal to the function Theta at psi of a.,646,g(\epsilon) = \Theta(\psi(a)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f646.mp3,2,The function g at ε is equal to the function θ at ψ of A
The function g at b is equal to the function Theta at g of beta.,647,g(b) = \Theta(g(\beta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f647.mp3,2,The function g at B is equal to the function theta at g of beta.
The function h at z is equal to the function Theta at h of beta.,648,h(z) = \Theta(h(\beta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f648.mp3,2,The function h at z is equal to the function theta at h of beta.
The function f at z is equal to the function Theta at g of c.,649,f(z) = \Theta(g(c)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f649.mp3,2,The function f at z is equal to the function θ at g of c
The function h at x is equal to the function Theta at g of eta.,650,h(x) = \Theta(g(\eta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f650.mp3,2,The function h at x is equal to the function θ at g of θ.
The function h at gamma is equal to the function Theta at f of epsilon.,651,h(\gamma) = \Theta(f(\epsilon)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f651.mp3,2,The function h at γ is equal to the function θ at f of ε.
The function g at x is equal to the function Theta at f of x.,652,g(x) = \Theta(f(x)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f652.mp3,2,The function g at x is equal to the function θ at f of x.
The function phi at eta is equal to the function Theta at phi of epsilon.,653,\phi(\eta) = \Theta(\phi(\epsilon)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f653.mp3,2,The function φ at η is equal to the function θ at φ of ε.
The function g at c is equal to the function Theta at psi of eta.,654,g(c) = \Theta(\psi(\eta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f654.mp3,2,The function g at c is equal to the function θ at ψ of θ.
The function h at delta is equal to the function Theta at h of beta.,655,h(\delta) = \Theta(h(\beta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f655.mp3,2,The function H at delta is equal to the function theta at H of beta.
The function g at delta is equal to the function Theta at psi of delta.,656,g(\delta) = \Theta(\psi(\delta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f656.mp3,2,The function g at δ is equal to the function θ at ψ of δ.
The function h at eta is equal to the function Theta at phi of x.,657,h(\eta) = \Theta(\phi(x)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f657.mp3,2,The function h at eta is equal to the function theta at phi of x
The function h at y is equal to the function Theta at h of epsilon.,658,h(y) = \Theta(h(\epsilon)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f658.mp3,2,The function h at y is equal to the function θ at h of ε.
The function g at a is equal to the function Theta at omega of delta.,659,g(a) = \Theta(\omega(\delta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f659.mp3,2,The function g at A is equal to the function theta at omega of delta.
The function g at delta is equal to the function Theta at phi of delta.,660,g(\delta) = \Theta(\phi(\delta)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f660.mp3,2,The function g at delta is equal to the function theta at phi of delta.
The function f at y is equal to the function Theta at phi of z.,661,f(y) = \Theta(\phi(z)),/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f661.mp3,2,The function f at y is equal to the function theta at phi of z.
"The function g with parameters a and eta is equal to 857 times b squared, plus 930 times delta eflon, plus 289 times zeta squared.",662,"g(a, \eta) = 857 b^2 + 930\delta\epsilon + 6149\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f662.mp3,2,The function g with parameters a and a-ta is equal to 857 times b squared plus 930 times delta f-long plus 289 times zeta squared
"The function psi with parameters eta and epsilon is equal to 176 times epsilon squared, plus 95 times delta epsilon, plus 304 times zeta squared.",663,"\psi(\eta, \epsilon) = 176 \epsilon^2 + 95\delta\epsilon + 304\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f663.mp3,2,The function psi with parameters eta and epsilon is equal to 176 times epsilon squared plus 95 times delta epsilon plus 304 times zeta squared
"The function omega with parameters c and x is equal to 652 times delta squared, plus 731 times delta eflon, plus 54 times zeta squared.",664,"\omega(c, x) = 652 \delta^2 + 731\delta\epsilon + 54\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f664.mp3,2,The function ω with parameters c and x is equal to 652 times Δ² plus 731 times ΔFλ plus 54 times ζ²
"The function psi with parameters y and y is equal to 717 times a squared, plus 662 times delta eflon, plus 297 times zeta squared.",665,"\psi(y, y) = 717 a^2 + 662\delta\epsilon + 297\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f665.mp3,2,The function psi with parameters y and y is equal to 717 times a squared plus 662 times delta f ln plus 297 times zeta squared.
"The function f with parameters zeta and y is equal to 26 times zeta squared, plus 740 times delta eflon, plus 781 times zeta squared.",666,"f(\zeta, y) = 720 \zeta^2 + 740\delta\epsilon + 781\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f666.mp3,2,The function f with parameters θ and y is equal to 26 × θ². Plus 740 × Δfλ. Plus 781 × θ².
"The function f with parameters alpha and b is equal to 670 times delta squared, plus 294 times delta epsilon, plus 793 times zeta squared.",667,"f(\alpha, b) = 670 \delta^2 + 294\delta\epsilon + 793\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f667.mp3,2,The function f with parameters α and b is equal to 670 times Δ² plus 294 times Δε plus 793 times θ²
"The function g with parameters eta and beta is equal to 489 times b squared, plus 184 times delta epsilon, plus 302 times zeta squared.",668,"g(\eta, \beta) = 489 b^2 + 184\delta\epsilon + 302\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f668.mp3,2,The function g with parameters eta and beta is equal to 489 times b squared plus 184 times delta ε plus 302 times seta squared
"The function h with parameters x and eta is equal to 700 times zeta squared, plus 801 times delta ehlon, plus 353 times zeta squared.",669,"h(x, \eta) = 700 \zeta^2 + 801\delta\epsilon + 353\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f669.mp3,2,The function h with parameters x and eta is equal to 700 times zeta squared plus 801 times delta ln plus 353 times zeta squared
"The function h with parameters zeta and delta is equal to 502 times y squared, plus 164 times delta eglon, plus 196 times zeta squared.",670,"h(\zeta, \delta) = 502 y^2 + 164\delta\epsilon + 196\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f670.mp3,2,The function h with parameters θ and δ is equal to 502 × y² ± 164 × δ-egg-lon ± 196 × θ-squared
"The function phi with parameters a and beta is equal to 576 times delta squared, plus 309 times delta ephilon, plus 302 times zeta squared.",671,"\phi(a, \beta) = 576 \delta^2 + 309\delta\epsilon + 302\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f671.mp3,2,The function φ with parameters a and β is equal to 576 times δ2. Plus 309 times δF along. Plus 302 times θ2.
"The function psi with parameters z and y is equal to 469 times z squared, plus 395 times delta ehlon, plus 509 times zeta squared.",672,"\psi(z, y) = 469 z^2 + 395\delta\epsilon + 509\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f672.mp3,2,The function psi with parameters z and y is equal to 469 times c squared plus 395 times delta ln plus 509 times zeta squared
"The function h with parameters a and eta is equal to 152 times b squared, plus 539 times delta ehlon, plus 648 times zeta squared.",673,"h(a, \eta) = 152 b^2 + 539\delta\epsilon + 648\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f673.mp3,2,The function h with parameters a and a-da is equal to 152 times b-squared. Plus 539 times ΔLn. Plus 648 times θ-squared.
"The function phi with parameters alpha and eta is equal to 936 times b squared, plus 316 times delta ehlon, plus 946 times zeta squared.",674,"\phi(\alpha, \eta) = 936 b^2 + 316\delta\epsilon + 946\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f674.mp3,2,The function Φ with parameters α and α is equal to 936 × b². Plus 316 × Δλ. Plus 946 × Σ².
"The function h with parameters x and epsilon is equal to 306 times epsilon squared, plus 634 times delta eflon, plus 136 times zeta squared.",675,"h(x, \epsilon) = 306 \epsilon^2 + 634\delta\epsilon + 136\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f675.mp3,2,The function H with parameters x and ε is equal to 306 times ε2. Plus 634 times δFλ. Plus 136 times θ2.
"The function h with parameters alpha and gamma is equal to 413 times gamma squared, plus 96 times delta ehlon, plus 912 times zeta squared.",676,"h(\alpha, \gamma) = 413 \gamma^2 + 96\delta\epsilon + 912\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f676.mp3,2,The function h with parameters α and γ is equal to 413 times γ². Plus 96 times δ ln. Plus 912 times θ².
"The function f with parameters z and zeta is equal to 503 times gamma squared, plus 354 times delta eflon, plus 249 times zeta squared.",677,"f(z, \zeta) = 503 \gamma^2 + 354\delta\epsilon + 249\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f677.mp3,2,The function f with parameters z and zeta is equal to 503 times γ². Plus 354 times δfλ. Plus 249 times zeta².
"The function omega with parameters b and eta is equal to 233 times b squared, plus 892 times delta eomegalon, plus 510 times zeta squared.",678,"\omega(b, \eta) = 233 b^2 + 892\delta\epsilon + 510\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f678.mp3,2,The function ω with parameters b and ata is equal to 233 times b squared. Plus 892 times δeω. Plus 510 times θ squared.
"The function g with parameters epsilon and eta is equal to 467 times beta squared, plus 886 times delta eglon, plus 30 times zeta squared.",679,"g(\epsilon, \eta) = 467 \beta^2 + 886\delta\epsilon + 30\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f679.mp3,2,The function G with parameters ε and ε is equal to 467 times β2. Plus 886 times δ-egglon. Plus 30 times β2.
"The function h with parameters y and eta is equal to 751 times z squared, plus 200 times delta ephilon, plus 395 times zeta squared.",680,"h(y, \eta) = 751 z^2 + 200\delta\epsilon + 395\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f680.mp3,2,The function H with parameters y and eta is equal to 751 × c² plus 200 × ΔF alone plus 395 × s²
"The function f with parameters c and x is equal to 588 times alpha squared, plus 722 times delta eglon, plus 975 times zeta squared.",681,"f(c, x) = 588 \alpha^2 + 722\delta\epsilon + 975\zeta^2",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f681.mp3,2,The function f with parameters c and x is equal to 588 times α² plus 722 times δ-eglom plus 975 times θ²
Zeta is mapped to Y.,682, \zeta \mapsto y,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f682.mp3,2,zeta is mapped to y.
Eta is mapped to Delta.,683, \eta \mapsto \delta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f683.mp3,2,Ada is mapped to delta.
Y is mapped to X.,684, y \mapsto x,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f684.mp3,2,Y is mapped to X.
X is mapped to Y.,685, x \mapsto y,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f685.mp3,2,X is mapped to Y.
C is mapped to C.,686, c \mapsto c,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f686.mp3,2,C is mapped to C.
X is mapped to Delta.,687, x \mapsto \delta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f687.mp3,2,X is mapped to delta.
B is mapped to Eta.,688, b \mapsto \eta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f688.mp3,2,B is mapped to eta.
Z is mapped to C.,689, z \mapsto c,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f689.mp3,2,Z is mapped to C.
Delta is mapped to Delta.,690, \delta \mapsto \delta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f690.mp3,2,Delta is mapped to Delta.
Zeta is mapped to Delta.,691, \zeta \mapsto \delta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f691.mp3,2,Zeta is mapped to delta.
B is mapped to Zeta.,692, b \mapsto \zeta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f692.mp3,2,b is mapped to zeta.
C is mapped to Delta.,693, c \mapsto \delta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f693.mp3,2,C is mapped to delta.
Y is mapped to X.,694, y \mapsto x,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f694.mp3,2,Y is mapped to X.
B is mapped to Zeta.,695, b \mapsto \zeta,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f695.mp3,2,b is mapped to zeta.
Eta is mapped to C.,696, \eta \mapsto c,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f696.mp3,2,ADA is mapped to C.
B is mapped to Epsilon.,697, b \mapsto \epsilon,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f697.mp3,2,b is mapped to ε.
Z is mapped to C.,698, z \mapsto c,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f698.mp3,2,Z is mapped to C.
Epsilon is mapped to A.,699, \epsilon \mapsto a,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f699.mp3,2,ε is mapped to A.
Zeta is mapped to X.,700, \zeta \mapsto x,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f700.mp3,2,Zeta is mapped to X.
A is mapped to X.,701, a \mapsto x,/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f701.mp3,2,A is mapped to X.
Y and y's inner product is equal to the product of epsilon and delta.,702,"\langle y, y \rangle = \epsilon \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f702.mp3,2,y and y's inner product is equal to the product of ε and δ.
Alpha and alpha's inner product is equal to the product of gamma and delta.,703,"\langle \alpha, \alpha \rangle = \gamma \cdot \delta",/content/drive/My Drive/cs229-audio-project/audiodb_new_simple_eqs/audios/v2_f703.mp3,2,Alpha and Alpha's inner product is equal to the product of gamma and delta.
